date,tenant_id,channel,parish,spend,impressions,clicks,conversions,revenue,roas
2026-01-27,jdic,YouTube,St Catherine,8950.9,16832,217,1,12515.04,1.4
2026-01-27,jdic,YouTube,Clarendon,2014.55,3788,49,0,2816.72,1.4
2026-01-27,jdic,YouTube,Manchester,6171.95,11606,150,1,8629.55,1.4
2026-01-27,jdic,YouTube,St Ann,37.23,70,0,0,52.06,1.4
2026-01-27,jdic,YouTube,St Mary,369.93,695,9,0,517.24,1.4
2026-01-27,jdic,YouTube,Portland,6715.62,12628,163,1,9389.7,1.4
2026-01-27,jdic,YouTube,St Thomas,24298.77,45694,591,4,33974.24,1.4
2026-01-27,jdic,YouTube,St James,8951.95,16834,217,1,12516.51,1.4
2026-01-27,jdic,YouTube,Hanover,430.48,809,10,0,601.89,1.4
2026-01-27,jdic,YouTube,Westmoreland,4422.3,8316,107,0,6183.2,1.4
2026-01-27,jdic,YouTube,Trelawny,23039.47,43326,561,4,32213.5,1.4
2026-01-27,jdic,YouTube,St Elizabeth,497.71,935,12,0,695.89,1.4
2026-01-28,jdic,YouTube,Kingston,8403.38,15649,183,1,11041.42,1.31
2026-01-28,jdic,YouTube,St Andrew,19560.03,36425,427,3,25700.43,1.31
2026-01-28,jdic,YouTube,St Catherine,12067.94,22473,263,1,15856.38,1.31
2026-01-28,jdic,YouTube,Clarendon,25574.92,47626,558,4,33603.55,1.31
2026-01-28,jdic,YouTube,Manchester,2186.69,4072,47,0,2873.15,1.31
2026-01-28,jdic,YouTube,St Ann,1036.05,1929,22,0,1361.3,1.31
2026-01-28,jdic,YouTube,St Mary,4426.06,8242,96,0,5815.51,1.31
2026-01-28,jdic,YouTube,Portland,2668.4,4969,58,0,3506.08,1.31
2026-01-28,jdic,YouTube,St Thomas,1905.36,3548,41,0,2503.51,1.31
2026-01-28,jdic,YouTube,St James,6395.74,11910,139,1,8403.53,1.31
2026-01-28,jdic,YouTube,Hanover,3041.03,5663,66,0,3995.68,1.31
2026-01-28,jdic,YouTube,Westmoreland,16768.91,31227,366,2,22033.1,1.31
2026-01-28,jdic,YouTube,Trelawny,1898.23,3534,41,0,2494.13,1.31
2026-01-28,jdic,YouTube,St Elizabeth,10111.09,18829,220,1,13285.22,1.31
2026-01-29,jdic,YouTube,Kingston,16265.95,29517,324,2,16817.09,1.03
2026-01-29,jdic,YouTube,St Andrew,7182.27,13033,143,0,7425.62,1.03
2026-01-29,jdic,YouTube,St Catherine,2992.74,5430,59,0,3094.14,1.03
2026-01-29,jdic,YouTube,Clarendon,12464.56,22619,248,1,12886.9,1.03
2026-01-29,jdic,YouTube,Manchester,5225.37,9482,104,0,5402.42,1.03
2026-01-29,jdic,YouTube,St Ann,4544.67,8247,90,0,4698.66,1.03
2026-01-29,jdic,YouTube,St Mary,14209.36,25785,283,1,14690.81,1.03
2026-01-29,jdic,YouTube,Portland,6096.86,11063,121,0,6303.44,1.03
2026-01-29,jdic,YouTube,St Thomas,19436.79,35271,387,2,20095.35,1.03
2026-01-29,jdic,YouTube,St James,5509.84,9998,109,0,5696.53,1.03
2026-01-29,jdic,YouTube,Hanover,3413.45,6194,68,0,3529.11,1.03
2026-01-29,jdic,YouTube,Westmoreland,1203.03,2183,24,0,1243.79,1.03
2026-01-29,jdic,YouTube,Trelawny,1017.76,1846,20,0,1052.25,1.03
2026-01-29,jdic,YouTube,St Elizabeth,8206.26,14891,163,1,8484.31,1.03
2026-01-30,jdic,YouTube,Kingston,5149.09,8925,112,0,7351.42,1.43
2026-01-30,jdic,YouTube,St Andrew,8238.47,14279,180,1,11762.17,1.43
2026-01-30,jdic,YouTube,St Catherine,20832.65,36109,455,3,29743.06,1.43
2026-01-30,jdic,YouTube,Clarendon,16805.03,29128,367,3,23992.77,1.43
2026-01-30,jdic,YouTube,Manchester,16612.91,28795,363,3,23718.47,1.43
2026-01-30,jdic,YouTube,St Ann,8050.86,13954,176,1,11494.32,1.43
2026-01-30,jdic,YouTube,St Mary,1963.55,3403,42,0,2803.39,1.43
2026-01-30,jdic,YouTube,Portland,9948.2,17243,217,1,14203.18,1.43
2026-01-30,jdic,YouTube,St Thomas,1010.22,1751,22,0,1442.31,1.43
2026-01-30,jdic,YouTube,St James,2974.56,5155,65,0,4246.82,1.43
2026-01-30,jdic,YouTube,Hanover,8267.43,14330,180,1,11803.52,1.43
2026-01-30,jdic,YouTube,Westmoreland,88.8,153,1,0,126.78,1.43
2026-01-30,jdic,YouTube,Trelawny,17382.77,30130,380,3,24817.61,1.43
2026-01-30,jdic,YouTube,St Elizabeth,14878.87,25789,325,2,21242.76,1.43
2026-01-31,jdic,YouTube,Kingston,16600.71,30320,371,4,33155.06,2.0
2026-01-31,jdic,YouTube,St Andrew,16023.71,29266,358,3,32002.68,2.0
2026-01-31,jdic,YouTube,St Catherine,10307.05,18825,230,2,20585.33,2.0
2026-01-31,jdic,YouTube,Clarendon,1794.73,3277,40,0,3584.45,2.0
2026-01-31,jdic,YouTube,Manchester,1836.89,3354,41,0,3668.66,2.0
2026-01-31,jdic,YouTube,St Ann,12812.61,23401,286,3,25589.44,2.0
2026-01-31,jdic,YouTube,St Mary,1115.16,2036,24,0,2227.2,2.0
2026-01-31,jdic,YouTube,Portland,4228.11,7722,94,1,8444.41,2.0
2026-01-31,jdic,YouTube,St Thomas,2604.57,4757,58,0,5201.87,2.0
2026-01-31,jdic,YouTube,St James,15037.97,27465,336,3,30033.94,2.0
2026-01-31,jdic,YouTube,Hanover,2041.03,3727,45,0,4076.37,2.0
2026-01-31,jdic,YouTube,Westmoreland,4490.56,8201,100,1,8968.58,2.0
2026-01-31,jdic,YouTube,Trelawny,8749.49,15980,195,2,17474.55,2.0
2026-01-31,jdic,YouTube,St Elizabeth,2740.52,5005,61,0,5473.39,2.0
2026-02-01,jdic,YouTube,Kingston,21071.92,37599,378,2,21474.37,1.02
2026-02-01,jdic,YouTube,St Andrew,14932.46,26644,268,1,15217.66,1.02
2026-02-01,jdic,YouTube,St Catherine,4783.09,8534,85,0,4874.44,1.02
2026-02-01,jdic,YouTube,Clarendon,9277.72,16554,166,1,9454.91,1.02
2026-02-01,jdic,YouTube,Manchester,1600.52,2855,28,0,1631.09,1.02
2026-02-01,jdic,YouTube,St Ann,754.06,1345,13,0,768.46,1.02
2026-02-01,jdic,YouTube,St Mary,14390.28,25677,258,1,14665.12,1.02
2026-02-01,jdic,YouTube,Portland,3581.97,6391,64,0,3650.38,1.02
2026-02-01,jdic,YouTube,St Thomas,5314.46,9482,95,0,5415.96,1.02
2026-02-01,jdic,YouTube,St James,890.18,1588,15,0,907.18,1.02
2026-02-01,jdic,YouTube,Hanover,456.62,814,8,0,465.34,1.02
2026-02-01,jdic,YouTube,Westmoreland,7607.44,13574,136,0,7752.73,1.02
2026-02-01,jdic,YouTube,Trelawny,4990.55,8904,89,0,5085.86,1.02
2026-02-01,jdic,YouTube,St Elizabeth,4993.15,8909,89,0,5088.51,1.02
2026-02-02,jdic,YouTube,Kingston,9580.29,17941,240,1,15165.18,1.58
2026-02-02,jdic,YouTube,St Andrew,9402.13,17608,236,1,14883.16,1.58
2026-02-02,jdic,YouTube,St Catherine,8539.09,15991,214,1,13517.0,1.58
2026-02-02,jdic,YouTube,Clarendon,3002.78,5623,75,0,4753.27,1.58
2026-02-02,jdic,YouTube,Manchester,17758.25,33257,446,3,28110.54,1.58
2026-02-02,jdic,YouTube,St Ann,6898.61,12919,173,1,10920.2,1.58
2026-02-02,jdic,YouTube,St Mary,6864.37,12855,172,1,10866.0,1.58
2026-02-02,jdic,YouTube,Portland,208.15,389,5,0,329.49,1.58
2026-02-02,jdic,YouTube,St Thomas,1209.41,2264,30,0,1914.45,1.58
2026-02-02,jdic,YouTube,St James,6071.45,11370,152,1,9610.84,1.58
2026-02-02,jdic,YouTube,Hanover,946.21,1772,23,0,1497.81,1.58
2026-02-02,jdic,YouTube,Westmoreland,11039.74,20675,277,2,17475.42,1.58
2026-02-02,jdic,YouTube,Trelawny,9890.16,18522,248,2,15655.7,1.58
2026-02-02,jdic,YouTube,St Elizabeth,715.29,1339,17,0,1132.27,1.58
2026-02-03,jdic,YouTube,Kingston,9779.62,16146,181,1,9162.18,0.94
2026-02-03,jdic,YouTube,St Andrew,24335.6,40178,452,2,22799.16,0.94
2026-02-03,jdic,YouTube,St Catherine,3920.95,6473,72,0,3673.4,0.94
2026-02-03,jdic,YouTube,Clarendon,9841.09,16247,182,1,9219.77,0.94
2026-02-03,jdic,YouTube,Manchester,6718.0,11091,124,0,6293.86,0.94
2026-02-03,jdic,YouTube,St Ann,12606.49,20813,234,1,11810.57,0.94
2026-02-03,jdic,YouTube,St Mary,4238.72,6998,78,0,3971.11,0.94
2026-02-03,jdic,YouTube,Portland,5920.78,9775,109,0,5546.97,0.94
2026-02-03,jdic,YouTube,St Thomas,8407.9,13881,156,0,7877.06,0.94
2026-02-03,jdic,YouTube,St James,2377.26,3924,44,0,2227.17,0.94
2026-02-03,jdic,YouTube,Hanover,172.37,284,3,0,161.49,0.94
2026-02-03,jdic,YouTube,Westmoreland,2429.61,4011,45,0,2276.21,0.94
2026-02-03,jdic,YouTube,Trelawny,2712.64,4478,50,0,2541.37,0.94
2026-02-03,jdic,YouTube,St Elizabeth,10154.37,16764,188,1,9513.26,0.94
2026-02-04,jdic,YouTube,Kingston,11377.17,21238,263,2,19021.02,1.67
2026-02-04,jdic,YouTube,St Andrew,16063.06,29985,372,3,26855.17,1.67
2026-02-04,jdic,YouTube,St Catherine,27786.47,51870,643,5,46455.07,1.67
2026-02-04,jdic,YouTube,Clarendon,15359.96,28673,355,3,25679.69,1.67
2026-02-04,jdic,YouTube,Manchester,1847.88,3449,42,0,3089.4,1.67
2026-02-04,jdic,YouTube,St Ann,1768.46,3301,40,0,2956.61,1.67
2026-02-04,jdic,YouTube,St Mary,7007.59,13081,162,1,11715.71,1.67
2026-02-04,jdic,YouTube,Portland,7958.93,14857,184,1,13306.21,1.67
2026-02-04,jdic,YouTube,St Thomas,11649.31,21746,269,2,19476.01,1.67
2026-02-04,jdic,YouTube,St James,3263.45,6092,75,0,5456.03,1.67
2026-02-04,jdic,YouTube,Hanover,1914.86,3574,44,0,3201.38,1.67
2026-02-04,jdic,YouTube,Westmoreland,153.22,286,3,0,256.16,1.67
2026-02-04,jdic,YouTube,Trelawny,1819.0,3395,42,0,3041.11,1.67
2026-02-04,jdic,YouTube,St Elizabeth,265.59,495,6,0,444.03,1.67
2026-02-05,jdic,YouTube,Kingston,12458.92,23061,272,2,17642.25,1.42
2026-02-05,jdic,YouTube,St Andrew,8725.37,16150,191,1,12355.42,1.42
2026-02-05,jdic,YouTube,St Catherine,38352.23,70990,839,6,54308.08,1.42
2026-02-05,jdic,YouTube,Clarendon,17947.79,33221,393,3,25414.69,1.42
2026-02-05,jdic,YouTube,Manchester,246.69,456,5,0,349.32,1.42
2026-02-05,jdic,YouTube,St Ann,2553.22,4726,55,0,3615.45,1.42
2026-02-05,jdic,YouTube,St Mary,17081.45,31617,374,3,24187.92,1.42
2026-02-05,jdic,YouTube,Portland,67.36,124,1,0,95.39,1.42
2026-02-05,jdic,YouTube,St Thomas,4426.49,8193,96,0,6268.06,1.42
2026-02-05,jdic,YouTube,St James,17212.81,31861,376,3,24373.93,1.42
2026-02-05,jdic,YouTube,Hanover,2187.21,4048,47,0,3097.17,1.42
2026-02-05,jdic,YouTube,Westmoreland,1805.9,3342,39,0,2557.22,1.42
2026-02-05,jdic,YouTube,Trelawny,7089.01,13121,155,1,10038.28,1.42
2026-02-05,jdic,YouTube,St Elizabeth,3728.75,6901,81,0,5280.03,1.42
2026-02-06,jdic,YouTube,Kingston,9805.03,17162,204,1,12327.72,1.26
2026-02-06,jdic,YouTube,St Andrew,18679.57,32697,389,2,23485.56,1.26
2026-02-06,jdic,YouTube,St Catherine,10095.78,17671,210,1,12693.28,1.26
2026-02-06,jdic,YouTube,Clarendon,259.06,453,5,0,325.71,1.26
2026-02-06,jdic,YouTube,Manchester,5962.46,10436,124,0,7496.52,1.26
2026-02-06,jdic,YouTube,St Ann,5379.99,9417,112,0,6764.19,1.26
2026-02-06,jdic,YouTube,St Mary,2273.86,3980,47,0,2858.89,1.26
2026-02-06,jdic,YouTube,Portland,7365.99,12893,153,1,9261.15,1.26
2026-02-06,jdic,YouTube,St Thomas,967.84,1694,20,0,1216.86,1.26
2026-02-06,jdic,YouTube,St James,6393.29,11190,133,0,8038.19,1.26
2026-02-06,jdic,YouTube,Hanover,16701.88,29235,348,2,20999.04,1.26
2026-02-06,jdic,YouTube,Westmoreland,8905.13,15587,185,1,11196.3,1.26
2026-02-06,jdic,YouTube,Trelawny,20599.87,36058,429,3,25899.93,1.26
2026-02-06,jdic,YouTube,St Elizabeth,6470.14,11325,134,0,8134.82,1.26
2026-02-07,jdic,YouTube,Kingston,8841.27,15492,205,1,12941.12,1.46
2026-02-07,jdic,YouTube,St Andrew,16935.15,29675,393,3,24788.29,1.46
2026-02-07,jdic,YouTube,St Catherine,8374.7,14675,194,1,12258.2,1.46
2026-02-07,jdic,YouTube,Clarendon,13916.47,24385,323,2,20369.78,1.46
2026-02-07,jdic,YouTube,Manchester,7189.6,12598,167,1,10523.54,1.46
2026-02-07,jdic,YouTube,St Ann,3534.2,6193,82,0,5173.07,1.46
2026-02-07,jdic,YouTube,St Mary,8059.18,14122,187,1,11796.36,1.46
2026-02-07,jdic,YouTube,Portland,778.51,1364,18,0,1139.52,1.46
2026-02-07,jdic,YouTube,St Thomas,16286.56,28539,378,2,23838.93,1.46
2026-02-07,jdic,YouTube,St James,4014.11,7033,93,0,5875.53,1.46
2026-02-07,jdic,YouTube,Hanover,303.02,530,7,0,443.53,1.46
2026-02-07,jdic,YouTube,Westmoreland,7192.55,12603,167,1,10527.87,1.46
2026-02-07,jdic,YouTube,Trelawny,701.05,1228,16,0,1026.14,1.46
2026-02-07,jdic,YouTube,St Elizabeth,2716.46,4760,63,0,3976.14,1.46
2026-02-08,jdic,YouTube,Kingston,9867.5,18367,214,1,13519.07,1.37
2026-02-08,jdic,YouTube,St Andrew,8119.68,15114,176,1,11124.45,1.37
2026-02-08,jdic,YouTube,St Catherine,18844.69,35078,409,3,25818.36,1.37
2026-02-08,jdic,YouTube,Clarendon,13106.6,24397,285,2,17956.82,1.37
2026-02-08,jdic,YouTube,Manchester,5991.45,11152,130,1,8208.64,1.37
2026-02-08,jdic,YouTube,St Ann,6028.43,11221,131,1,8259.3,1.37
2026-02-08,jdic,YouTube,St Mary,3239.36,6029,70,0,4438.11,1.37
2026-02-08,jdic,YouTube,Portland,8110.51,15097,176,1,11111.88,1.37
2026-02-08,jdic,YouTube,St Thomas,3231.73,6015,70,0,4427.67,1.37
2026-02-08,jdic,YouTube,St James,9214.24,17151,200,1,12624.07,1.37
2026-02-08,jdic,YouTube,Hanover,1175.64,2188,25,0,1610.7,1.37
2026-02-08,jdic,YouTube,Westmoreland,1241.09,2310,26,0,1700.37,1.37
2026-02-08,jdic,YouTube,Trelawny,4.91,9,0,0,6.73,1.37
2026-02-08,jdic,YouTube,St Elizabeth,4982.06,9273,108,0,6825.73,1.37
2026-02-09,jdic,YouTube,Kingston,6508.69,11834,155,1,9147.24,1.41
2026-02-09,jdic,YouTube,St Andrew,1567.74,2850,37,0,2203.29,1.41
2026-02-09,jdic,YouTube,St Catherine,3347.01,6085,79,0,4703.86,1.41
2026-02-09,jdic,YouTube,Clarendon,7700.51,14001,183,1,10822.21,1.41
2026-02-09,jdic,YouTube,Manchester,29388.09,53436,700,5,41301.73,1.41
2026-02-09,jdic,YouTube,St Ann,999.93,1818,23,0,1405.29,1.41
2026-02-09,jdic,YouTube,St Mary,2192.45,3986,52,0,3081.25,1.41
2026-02-09,jdic,YouTube,Portland,1200.75,2183,28,0,1687.52,1.41
2026-02-09,jdic,YouTube,St Thomas,5344.81,9718,127,0,7511.54,1.41
2026-02-09,jdic,YouTube,St James,19626.21,35686,467,3,27582.48,1.41
2026-02-09,jdic,YouTube,Hanover,1769.7,3217,42,0,2487.12,1.41
2026-02-09,jdic,YouTube,Westmoreland,1243.09,2260,29,0,1747.03,1.41
2026-02-09,jdic,YouTube,Trelawny,1466.98,2667,34,0,2061.68,1.41
2026-02-09,jdic,YouTube,St Elizabeth,2471.31,4493,58,0,3473.15,1.41
2026-02-10,jdic,YouTube,Kingston,12438.06,21476,235,1,15582.43,1.25
2026-02-10,jdic,YouTube,St Andrew,1960.5,3385,37,0,2456.12,1.25
2026-02-10,jdic,YouTube,St Catherine,10583.37,18273,200,1,13258.87,1.25
2026-02-10,jdic,YouTube,Clarendon,460.5,795,8,0,576.91,1.25
2026-02-10,jdic,YouTube,Manchester,7326.2,12649,138,1,9178.28,1.25
2026-02-10,jdic,YouTube,St Ann,24514.01,42327,463,3,30711.21,1.25
2026-02-10,jdic,YouTube,St Mary,1762.1,3042,33,0,2207.57,1.25
2026-02-10,jdic,YouTube,Portland,7134.15,12318,134,1,8937.68,1.25
2026-02-10,jdic,YouTube,St Thomas,10182.98,17582,192,1,12757.26,1.25
2026-02-10,jdic,YouTube,St James,4343.3,7499,82,0,5441.3,1.25
2026-02-10,jdic,YouTube,Hanover,3298.84,5696,62,0,4132.8,1.25
2026-02-10,jdic,YouTube,Westmoreland,2732.41,4717,51,0,3423.17,1.25
2026-02-10,jdic,YouTube,Trelawny,3000.41,5180,56,0,3758.92,1.25
2026-02-10,jdic,YouTube,St Elizabeth,8072.87,13939,152,1,10113.71,1.25
2026-02-11,jdic,YouTube,Kingston,3541.34,6167,73,0,4822.79,1.36
2026-02-11,jdic,YouTube,St Andrew,14975.05,26079,311,2,20393.85,1.36
2026-02-11,jdic,YouTube,St Catherine,10004.22,17422,207,1,13624.29,1.36
2026-02-11,jdic,YouTube,Clarendon,9204.81,16030,191,1,12535.62,1.36
2026-02-11,jdic,YouTube,Manchester,2381.84,4148,49,0,3243.72,1.36
2026-02-11,jdic,YouTube,St Ann,944.5,1644,19,0,1286.27,1.36
2026-02-11,jdic,YouTube,St Mary,6339.02,11039,131,1,8632.82,1.36
2026-02-11,jdic,YouTube,Portland,8183.9,14252,170,1,11145.29,1.36
2026-02-11,jdic,YouTube,St Thomas,5490.65,9562,114,0,7477.47,1.36
2026-02-11,jdic,YouTube,St James,666.05,1159,13,0,907.06,1.36
2026-02-11,jdic,YouTube,Hanover,4447.68,7745,92,0,6057.09,1.36
2026-02-11,jdic,YouTube,Westmoreland,8286.94,14432,172,1,11285.61,1.36
2026-02-11,jdic,YouTube,Trelawny,1539.06,2680,31,0,2095.98,1.36
2026-02-11,jdic,YouTube,St Elizabeth,18170.51,31644,377,3,24745.6,1.36
2026-02-12,jdic,YouTube,Kingston,7282.13,12746,144,1,8853.93,1.22
2026-02-12,jdic,YouTube,St Andrew,17588.23,30785,349,2,21384.53,1.22
2026-02-12,jdic,YouTube,St Catherine,18993.45,33245,377,2,23093.05,1.22
2026-02-12,jdic,YouTube,Clarendon,28631.97,50116,568,4,34811.99,1.22
2026-02-12,jdic,YouTube,Manchester,14199.94,24855,282,2,17264.9,1.22
2026-02-12,jdic,YouTube,St Ann,4858.43,8504,96,0,5907.09,1.22
2026-02-12,jdic,YouTube,St Mary,545.44,954,10,0,663.16,1.22
2026-02-12,jdic,YouTube,Portland,2898.61,5073,57,0,3524.26,1.22
2026-02-12,jdic,YouTube,St Thomas,1656.93,2900,32,0,2014.57,1.22
2026-02-12,jdic,YouTube,St James,9856.39,17252,195,1,11983.82,1.22
2026-02-12,jdic,YouTube,Hanover,5827.66,10200,115,0,7085.52,1.22
2026-02-12,jdic,YouTube,Westmoreland,452.5,792,8,0,550.17,1.22
2026-02-12,jdic,YouTube,Trelawny,1406.16,2461,27,0,1709.66,1.22
2026-02-12,jdic,YouTube,St Elizabeth,605.08,1059,12,0,735.68,1.22
2026-02-13,jdic,YouTube,Kingston,6940.16,13324,158,1,10218.57,1.47
2026-02-13,jdic,YouTube,St Andrew,17830.65,34232,407,3,26253.53,1.47
2026-02-13,jdic,YouTube,St Catherine,12959.04,24879,296,2,19080.66,1.47
2026-02-13,jdic,YouTube,Clarendon,8862.23,17014,202,1,13048.59,1.47
2026-02-13,jdic,YouTube,Manchester,22415.49,43034,512,4,33004.18,1.47
2026-02-13,jdic,YouTube,St Ann,32449.51,62297,741,6,47778.09,1.47
2026-02-13,jdic,YouTube,St Mary,5306.53,10187,121,0,7813.24,1.47
2026-02-13,jdic,YouTube,Portland,2489.7,4779,56,0,3665.78,1.47
2026-02-13,jdic,YouTube,St Thomas,5259.36,10097,120,0,7743.79,1.47
2026-02-13,jdic,YouTube,St James,3972.1,7625,90,0,5848.46,1.47
2026-02-13,jdic,YouTube,Hanover,627.06,1203,14,0,923.27,1.47
2026-02-13,jdic,YouTube,Westmoreland,10989.88,21098,251,2,16181.3,1.47
2026-02-13,jdic,YouTube,Trelawny,4.72,9,0,0,6.96,1.47
2026-02-13,jdic,YouTube,St Elizabeth,9663.45,18552,220,1,14228.29,1.47
2026-02-14,jdic,YouTube,Kingston,32541.97,57147,675,5,45761.77,1.41
2026-02-14,jdic,YouTube,St Andrew,1048.54,1841,21,0,1474.5,1.41
2026-02-14,jdic,YouTube,St Catherine,18331.68,32192,380,3,25778.71,1.41
2026-02-14,jdic,YouTube,Clarendon,12949.77,22741,268,2,18210.46,1.41
2026-02-14,jdic,YouTube,Manchester,760.6,1335,15,0,1069.58,1.41
2026-02-14,jdic,YouTube,St Ann,15563.9,27331,322,2,21886.55,1.41
2026-02-14,jdic,YouTube,St Mary,91.16,160,1,0,128.2,1.41
2026-02-14,jdic,YouTube,Portland,3803.97,6680,78,0,5349.29,1.41
2026-02-14,jdic,YouTube,St Thomas,1836.8,3225,38,0,2582.98,1.41
2026-02-14,jdic,YouTube,St James,874.48,1535,18,0,1229.73,1.41
2026-02-14,jdic,YouTube,Hanover,6371.94,11189,132,1,8960.47,1.41
2026-02-14,jdic,YouTube,Westmoreland,1269.85,2229,26,0,1785.71,1.41
2026-02-14,jdic,YouTube,Trelawny,148.22,260,3,0,208.43,1.41
2026-02-14,jdic,YouTube,St Elizabeth,7290.13,12802,151,1,10251.67,1.41
2026-02-15,jdic,YouTube,Kingston,13400.05,24470,314,2,19022.56,1.42
2026-02-15,jdic,YouTube,St Andrew,18838.79,34402,442,3,26743.34,1.42
2026-02-15,jdic,YouTube,St Catherine,6554.41,11969,153,1,9304.56,1.42
2026-02-15,jdic,YouTube,Clarendon,613.83,1120,14,0,871.38,1.42
2026-02-15,jdic,YouTube,Manchester,1407.71,2570,33,0,1998.37,1.42
2026-02-15,jdic,YouTube,St Ann,2313.53,4224,54,0,3284.26,1.42
2026-02-15,jdic,YouTube,St Mary,7606.62,13890,178,1,10798.28,1.42
2026-02-15,jdic,YouTube,Portland,7697.12,14056,180,1,10926.75,1.42
2026-02-15,jdic,YouTube,St Thomas,1107.72,2022,26,0,1572.51,1.42
2026-02-15,jdic,YouTube,St James,15947.19,29122,374,2,22638.44,1.42
2026-02-15,jdic,YouTube,Hanover,5153.19,9410,121,0,7315.41,1.42
2026-02-15,jdic,YouTube,Westmoreland,307.16,560,7,0,436.04,1.42
2026-02-15,jdic,YouTube,Trelawny,493.75,901,11,0,700.92,1.42
2026-02-15,jdic,YouTube,St Elizabeth,11180.47,20417,262,2,15871.66,1.42
2026-02-16,jdic,YouTube,Kingston,8159.88,13378,142,0,5024.28,0.62
2026-02-16,jdic,YouTube,St Andrew,11080.19,18166,193,0,6822.4,0.62
2026-02-16,jdic,YouTube,St Catherine,2918.8,4785,51,0,1797.19,0.62
2026-02-16,jdic,YouTube,Clarendon,10092.46,16546,176,0,6214.23,0.62
2026-02-16,jdic,YouTube,Manchester,5518.7,9048,96,0,3398.02,0.62
2026-02-16,jdic,YouTube,St Ann,4024.89,6598,70,0,2478.24,0.62
2026-02-16,jdic,YouTube,St Mary,2205.54,3616,38,0,1358.02,0.62
2026-02-16,jdic,YouTube,Portland,182.6,299,3,0,112.43,0.62
2026-02-16,jdic,YouTube,St Thomas,1196.57,1961,20,0,736.76,0.62
2026-02-16,jdic,YouTube,St James,6360.82,10428,111,0,3916.54,0.62
2026-02-16,jdic,YouTube,Hanover,397.67,651,6,0,244.86,0.62
2026-02-16,jdic,YouTube,Westmoreland,815.71,1337,14,0,502.26,0.62
2026-02-16,jdic,YouTube,Trelawny,460.97,755,8,0,283.83,0.62
2026-02-16,jdic,YouTube,St Elizabeth,3972.99,6513,69,0,2446.29,0.62
2026-02-17,jdic,YouTube,Kingston,359.68,668,7,0,528.24,1.47
2026-02-17,jdic,YouTube,St Andrew,8544.88,15887,188,1,12549.19,1.47
2026-02-17,jdic,YouTube,St Catherine,9665.58,17971,212,1,14195.08,1.47
2026-02-17,jdic,YouTube,Clarendon,2737.32,5089,60,0,4020.09,1.47
2026-02-17,jdic,YouTube,Manchester,3355.36,6238,73,0,4927.75,1.47
2026-02-17,jdic,YouTube,St Ann,4899.36,9109,107,0,7195.3,1.47
2026-02-17,jdic,YouTube,St Mary,5650.99,10506,124,1,8299.16,1.47
2026-02-17,jdic,YouTube,Portland,166.82,310,3,0,245.0,1.47
2026-02-17,jdic,YouTube,St Thomas,19508.4,36271,429,3,28650.45,1.47
2026-02-17,jdic,YouTube,St James,12362.79,22985,272,2,18156.26,1.47
2026-02-17,jdic,YouTube,Hanover,138.33,257,3,0,203.16,1.47
2026-02-17,jdic,YouTube,Westmoreland,12719.35,23648,280,2,18679.9,1.47
2026-02-17,jdic,YouTube,Trelawny,15578.94,28965,343,2,22879.57,1.47
2026-02-17,jdic,YouTube,St Elizabeth,6717.94,12490,147,1,9866.11,1.47
2026-02-18,jdic,YouTube,Kingston,5733.54,9775,107,0,6026.62,1.05
2026-02-18,jdic,YouTube,St Andrew,12954.03,22085,241,1,13616.2,1.05
2026-02-18,jdic,YouTube,St Catherine,3127.6,5332,58,0,3287.47,1.05
2026-02-18,jdic,YouTube,Clarendon,7218.63,12307,134,0,7587.62,1.05
2026-02-18,jdic,YouTube,Manchester,11954.72,20381,223,1,12565.81,1.05
2026-02-18,jdic,YouTube,St Ann,1527.72,2604,28,0,1605.82,1.05
2026-02-18,jdic,YouTube,St Mary,1623.29,2767,30,0,1706.27,1.05
2026-02-18,jdic,YouTube,Portland,24079.07,41052,449,3,25309.92,1.05
2026-02-18,jdic,YouTube,St Thomas,1429.7,2437,26,0,1502.78,1.05
2026-02-18,jdic,YouTube,St James,1559.83,2659,29,0,1639.56,1.05
2026-02-18,jdic,YouTube,Hanover,10.33,17,0,0,10.86,1.05
2026-02-18,jdic,YouTube,Westmoreland,14059.92,23970,262,1,14778.61,1.05
2026-02-18,jdic,YouTube,Trelawny,5.87,10,0,0,6.17,1.05
2026-02-18,jdic,YouTube,St Elizabeth,21900.34,37338,409,2,23019.81,1.05
2026-02-19,jdic,YouTube,Kingston,17012.37,28443,313,2,19219.19,1.13
2026-02-19,jdic,YouTube,St Andrew,7508.93,12554,138,1,8482.98,1.13
2026-02-19,jdic,YouTube,St Catherine,13103.17,21907,241,1,14802.9,1.13
2026-02-19,jdic,YouTube,Clarendon,5027.58,8405,92,0,5679.75,1.13
2026-02-19,jdic,YouTube,Manchester,1632.97,2730,30,0,1844.8,1.13
2026-02-19,jdic,YouTube,St Ann,28289.54,47298,520,3,31959.23,1.13
2026-02-19,jdic,YouTube,St Mary,12789.3,21382,235,1,14448.31,1.13
2026-02-19,jdic,YouTube,Portland,12726.46,21277,234,1,14377.32,1.13
2026-02-19,jdic,YouTube,St Thomas,10410.36,17405,191,1,11760.78,1.13
2026-02-19,jdic,YouTube,St James,9386.79,15694,172,1,10604.43,1.13
2026-02-19,jdic,YouTube,Hanover,844.62,1412,15,0,954.18,1.13
